Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontageband,GarageYrBltband,LotAreaband,YearBuiltband,YearRemodAddband,MasVnrAreaband,BsmtFinSF1band,BsmtFinSF2band,BsmtUnfSFband,TotalBsmtSFband,1stFlrSFband,2ndFlrSFband,LowQualFinSFband,GrLivAreaband,GarageAreaband,WoodDeckSFband,OpenPorchSFband,EnclosedPorchband,3SsnPorchband,ScreenPorchband,MiscValband
1176,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,4,2007,WD,Normal,285000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1998.0, 2004.0]","(320.0, 640.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(1222.0, 2444.0]","(1286.2, 2238.4]","(413.0, 826.0]","(-1.064, 212.8]","(2457.2, 3518.8]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1177,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,10,2008,WD,Normal,119500.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1980.0, 1986.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1178,50,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,1.0,TA,TA,N,0,Not Applicable,Not Applicable,Not Applicable,12,2009,WD,Normal,115000.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1179,50,RL,Pave,Not Applicable,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,Fa,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2009,WD,Normal,154900.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1180,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Min2,1,Gd,Not Applicable,Not Applicable,0.0,TA,TA,N,0,Not Applicable,Not Applicable,Not Applicable,4,2006,WD,Normal,93000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1181,60,RL,Pave,Not Applicable,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,TA,8,Typ,0,Not Applicable,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,GdPrv,Not Applicable,4,2006,WD,Normal,250000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1986.0, 1992.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(1286.2, 2238.4]","(826.0, 1239.0]","(-1.064, 212.8]","(2457.2, 3518.8]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1182,120,RM,Pave,Not Applicable,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,11,2008,New,Partial,392500.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1183,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,Wd Sdng,ImStucc,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3.0,TA,TA,Y,555,Ex,MnPrv,Not Applicable,7,2007,WD,Abnorml,745000.0,"(137.8, 196.2]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(2238.4, 3190.6]","(1652.0, 2065.0]","(-1.064, 212.8]","(3518.8, 4580.4]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1184,30,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2006,WD,Normal,120000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1185,20,RL,Grvl,Not Applicable,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,3,1,TA,5,Typ,2,TA,2Types,RFn,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2007,WD,Normal,186700.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1962.0, 1968.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(892.8, 1190.4]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(144.0, 288.0]","(-17.0, 1416.667]"
1186,50,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,4,1,TA,7,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2006,WD,Normal,104900.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(202.4, 404.8]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1187,190,RL,Pave,Not Applicable,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,2,TA,7,Typ,0,Not Applicable,CarPort,Unf,2.0,Fa,Fa,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2009,WD,Abnorml,95000.0,"(79.4, 137.8]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1899.6, 1913.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1188,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3.0,TA,TA,Y,0,Not Applicable,GdPrv,Not Applicable,7,2006,WD,Normal,262000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1189,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2009,WD,Normal,195000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1190,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2010,WD,Normal,189000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1191,190,RL,Pave,Not Applicable,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,2Types,Fin,4.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2007,WD,Normal,168000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1974.0, 1980.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(1190.4, 1488.0]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1192,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Not Applicable,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,11,2007,WD,Normal,174000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(320.0, 640.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1193,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Applicable,Detchd,Unf,1.0,TA,Fa,P,0,Not Applicable,GdWo,Not Applicable,7,2007,WD,Normal,125000.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1194,120,RM,Pave,Not Applicable,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2009,WD,Normal,165000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(320.0, 640.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(296.8, 445.2]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1195,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,0,Not Applicable,Attchd,Fin,1.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,3,2010,WD,Normal,158000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1196,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Not Applicable,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2008,WD,Normal,176000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1197,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,11,2006,New,Partial,219210.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1198,75,RM,Pave,Not Applicable,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,ConLw,Normal,144000.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(202.4, 404.8]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1199,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2009,WD,Normal,178000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1200,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,10,2006,WD,Normal,148000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1201,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Shed,7,2006,Oth,Abnorml,116050.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1202,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2009,WD,Normal,197900.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
